epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,28.9197,1.06213,0.91916,0.5294,0.66874,0.0122,0.0038,0.00055,1.55945,0.45484,2.8875,1.97059e-05,1.97059e-05,0.0803138
2,58.3274,0.70857,1.1062,0.28855,0.36408,0.0516,0.02907,0.0107,1.28659,0.81295,2.01653,3.89126e-05,3.89126e-05,0.060333
3,87.2531,0.4518,1.28596,0.19204,0.06483,0.16452,0.05354,0.03339,0.61511,1.77353,0.7881,5.732e-05,5.732e-05,0.0403514
4,115.861,0.37134,1.31621,0.17086,0.391,0.22383,0.05602,0.03587,0.61888,1.6752,0.78308,7.49283e-05,7.49283e-05,0.020369
5,144.439,0.35282,1.29223,0.15331,0.37986,0.16418,0.07426,0.04817,0.5397,2.15941,0.71204,9.17374e-05,9.17374e-05,0.000385855
6,172.299,0.31355,1.35409,0.1469,0.38214,0.22515,0.06338,0.03649,0.5848,2.01349,0.73248,9.001e-05,9.001e-05,9.001e-05
7,200.158,0.33092,1.31701,0.15386,0.37799,0.22383,0.07378,0.04407,0.59612,2.20532,0.78082,8.8012e-05,8.8012e-05,8.8012e-05
8,228.374,0.31146,1.31836,0.14219,0.38783,0.14925,0.06831,0.0402,0.571,2.17776,0.64717,8.6014e-05,8.6014e-05,8.6014e-05
9,256.493,0.31139,1.29483,0.14513,0.39104,0.20748,0.08071,0.05068,0.55133,2.12347,0.70191,8.4016e-05,8.4016e-05,8.4016e-05
10,285.354,0.31055,1.29347,0.13966,0.40804,0.17646,0.082,0.05035,0.52412,2.14409,0.63506,8.2018e-05,8.2018e-05,8.2018e-05
11,313.996,0.31829,1.27249,0.14026,0.40006,0.22789,0.06976,0.0435,0.54362,1.92852,0.69241,8.002e-05,8.002e-05,8.002e-05
12,342.198,0.30527,1.29029,0.13709,0.41466,0.17364,0.09351,0.052,0.58836,1.85969,0.75956,7.8022e-05,7.8022e-05,7.8022e-05
13,371.079,0.3051,1.25863,0.14395,0.4117,0.19811,0.09272,0.05347,0.59879,1.88267,0.75493,7.6024e-05,7.6024e-05,7.6024e-05
14,399.43,0.32173,1.23355,0.15039,0.41842,0.1967,0.10555,0.0601,0.60943,1.9388,0.81692,7.4026e-05,7.4026e-05,7.4026e-05
15,427.893,0.29749,1.2261,0.12548,0.42036,0.19263,0.12466,0.06971,0.59808,1.97732,0.76795,7.2028e-05,7.2028e-05,7.2028e-05
16,456.517,0.30382,1.24176,0.13967,0.4404,0.18089,0.12513,0.06981,0.61694,1.77758,0.79686,7.003e-05,7.003e-05,7.003e-05
17,484.98,0.33707,1.25496,0.15698,0.40909,0.22648,0.11798,0.07316,0.61917,2.05813,0.87094,6.8032e-05,6.8032e-05,6.8032e-05
18,513.818,0.30134,1.20304,0.13947,0.42905,0.20475,0.12385,0.06484,0.65203,1.88658,0.88348,6.6034e-05,6.6034e-05,6.6034e-05
19,542.134,0.31039,1.28531,0.13074,0.38541,0.22109,0.09508,0.05757,0.64179,2.31765,0.84855,6.4036e-05,6.4036e-05,6.4036e-05
20,570.401,0.30239,1.21682,0.13549,0.49203,0.21694,0.1419,0.07969,0.60675,1.55822,0.81402,6.2038e-05,6.2038e-05,6.2038e-05
21,599.143,0.3293,1.18511,0.14296,0.4123,0.18857,0.09127,0.05766,0.63484,1.87448,0.80927,6.004e-05,6.004e-05,6.004e-05
22,627.114,0.31267,1.17978,0.14664,0.40955,0.22922,0.10705,0.05618,0.61565,1.53884,0.81327,5.8042e-05,5.8042e-05,5.8042e-05
23,655.086,0.32204,1.12429,0.14974,0.41904,0.20616,0.08789,0.05452,0.62994,1.84243,0.88661,5.6044e-05,5.6044e-05,5.6044e-05
24,683.935,0.31015,1.12985,0.13892,0.42155,0.23751,0.10524,0.05438,0.67242,1.80994,0.84969,5.4046e-05,5.4046e-05,5.4046e-05
25,712.403,0.31126,1.09954,0.14148,0.44575,0.21155,0.10637,0.06305,0.58078,2.19816,0.77344,5.2048e-05,5.2048e-05,5.2048e-05
26,740.858,0.30376,1.19627,0.13274,0.45112,0.19026,0.1296,0.07348,0.61506,1.97346,0.79491,5.005e-05,5.005e-05,5.005e-05
27,769.646,0.3186,1.0074,0.13973,0.45119,0.21047,0.1335,0.07035,0.65989,1.84512,0.85996,4.8052e-05,4.8052e-05,4.8052e-05
28,797.813,0.33701,1.05197,0.14702,0.43944,0.22524,0.11995,0.07633,0.60419,2.78333,0.84601,4.6054e-05,4.6054e-05,4.6054e-05
29,826.209,0.31046,1.04015,0.14348,0.48264,0.2566,0.16437,0.0839,0.63623,1.84005,0.80592,4.4056e-05,4.4056e-05,4.4056e-05
30,854.784,0.31383,0.92361,0.14677,0.46799,0.26755,0.16482,0.08991,0.7069,2.37864,0.87301,4.2058e-05,4.2058e-05,4.2058e-05
31,883.349,0.30786,0.96728,0.14152,0.5243,0.23079,0.17688,0.10103,0.65662,2.80893,0.848,4.006e-05,4.006e-05,4.006e-05
32,912.335,0.32241,0.90506,0.15285,0.19529,0.31613,0.16016,0.08263,0.63967,2.42435,0.79495,3.8062e-05,3.8062e-05,3.8062e-05
33,940.635,0.3219,0.90529,0.14886,0.46532,0.19819,0.11768,0.06931,0.67629,3.26725,0.86291,3.6064e-05,3.6064e-05,3.6064e-05
34,968.885,0.3232,0.89817,0.13914,0.11576,0.30748,0.1143,0.06647,0.66839,2.97852,0.8764,3.4066e-05,3.4066e-05,3.4066e-05
35,997.348,0.30758,0.86804,0.14529,0.44245,0.30405,0.13371,0.08008,0.67042,3.17115,0.87571,3.2068e-05,3.2068e-05,3.2068e-05
36,1025.65,0.3169,0.8864,0.14373,0.2283,0.28731,0.15299,0.08573,0.67548,3.05085,0.83903,3.007e-05,3.007e-05,3.007e-05
37,1054.23,0.31625,0.85162,0.14215,0.1761,0.3163,0.16951,0.08507,0.70061,2.77147,0.87236,2.8072e-05,2.8072e-05,2.8072e-05
38,1082.63,0.32134,0.82279,0.15694,0.14784,0.31455,0.1297,0.07239,0.67818,3.44253,0.85584,2.6074e-05,2.6074e-05,2.6074e-05
39,1111.01,0.33184,0.83703,0.15934,0.15477,0.31076,0.13961,0.07706,0.66511,3.19646,0.84945,2.4076e-05,2.4076e-05,2.4076e-05
40,1139.09,0.33512,0.79256,0.14994,0.20199,0.30854,0.1936,0.09413,0.63959,2.72694,0.82697,2.2078e-05,2.2078e-05,2.2078e-05
41,1155.98,0.34847,1.71495,0.38931,0.17389,0.31983,0.17181,0.06615,0.58601,1.30163,0.71367,2.008e-05,2.008e-05,2.008e-05
42,1172.3,0.33503,1.36693,0.38252,0.47933,0.29169,0.15134,0.06922,0.59999,1.17554,0.70835,1.8082e-05,1.8082e-05,1.8082e-05
43,1188.65,0.29649,1.19932,0.29022,0.34476,0.32774,0.22367,0.12185,0.57595,1.11571,0.65025,1.6084e-05,1.6084e-05,1.6084e-05
44,1205.48,0.31055,1.07737,0.29952,0.25675,0.3468,0.25146,0.13966,0.54661,1.18305,0.62286,1.4086e-05,1.4086e-05,1.4086e-05
45,1221.41,0.28141,1.01982,0.27216,0.3067,0.35233,0.24304,0.13462,0.5796,1.15235,0.62938,1.2088e-05,1.2088e-05,1.2088e-05
46,1237.21,0.27641,1.00517,0.25032,0.30288,0.39327,0.25548,0.14148,0.56084,1.14213,0.64332,1.009e-05,1.009e-05,1.009e-05
47,1253.88,0.27161,1.04286,0.24902,0.40771,0.40308,0.31302,0.17989,0.55536,1.0877,0.62184,8.092e-06,8.092e-06,8.092e-06
48,1270.23,0.28446,0.98939,0.26216,0.40244,0.38134,0.30536,0.18285,0.55695,1.10614,0.6096,6.094e-06,6.094e-06,6.094e-06
49,1287.12,0.28534,0.94158,0.25688,0.41685,0.37967,0.31744,0.18922,0.55823,1.08085,0.60705,4.096e-06,4.096e-06,4.096e-06
50,1303.88,0.28632,0.91137,0.27078,0.44342,0.39324,0.31275,0.18429,0.56318,1.06434,0.60608,2.098e-06,2.098e-06,2.098e-06
