epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
29,664.847,0.25406,1.42458,0.10648,0.35991,0.25423,0.06726,0.02978,0.50243,1.88553,0.52146,4.4056e-05,4.4056e-05,4.4056e-05
30,687.594,0.27513,1.40469,0.11477,0.36732,0.129,0.05816,0.0311,0.53623,1.73866,0.56979,4.2058e-05,4.2058e-05,4.2058e-05
31,710.264,0.26758,1.39062,0.11401,0.36327,0.15887,0.05552,0.02765,0.49614,1.76422,0.54841,4.006e-05,4.006e-05,4.006e-05
32,733.116,0.26646,1.40492,0.1112,0.36491,0.15613,0.06616,0.02788,0.49035,1.89136,0.55408,3.8062e-05,3.8062e-05,3.8062e-05
33,755.803,0.25412,1.41017,0.10181,0.35981,0.18741,0.05696,0.02425,0.49536,1.83653,0.54051,3.6064e-05,3.6064e-05,3.6064e-05
34,778.423,0.26428,1.37323,0.10765,0.36448,0.13713,0.04769,0.02307,0.56158,1.7018,0.58446,3.4066e-05,3.4066e-05,3.4066e-05
35,801.198,0.2684,1.36802,0.10974,0.36816,0.13979,0.06161,0.02856,0.48155,1.84694,0.54057,3.2068e-05,3.2068e-05,3.2068e-05
36,823.944,0.2518,1.41019,0.10551,0.36789,0.14111,0.05147,0.02445,0.47282,1.88796,0.5364,3.007e-05,3.007e-05,3.007e-05
37,846.641,0.24916,1.37947,0.10056,0.36681,0.16426,0.05425,0.02667,0.46518,1.83247,0.52642,2.8072e-05,2.8072e-05,2.8072e-05
38,869.273,0.2546,1.37746,0.10574,0.36762,0.1412,0.05973,0.02992,0.50268,1.80047,0.55059,2.6074e-05,2.6074e-05,2.6074e-05
39,891.895,0.26461,1.35931,0.10212,0.36634,0.12353,0.05752,0.0283,0.51579,1.81518,0.57175,2.4076e-05,2.4076e-05,2.4076e-05
40,914.605,0.2528,1.3959,0.11112,0.36899,0.13567,0.05552,0.02669,0.46341,1.84211,0.52778,2.2078e-05,2.2078e-05,2.2078e-05
41,932.762,0.26104,1.93986,0.27759,0.34255,0.17954,0.04971,0.02015,0.47983,1.56461,0.50774,2.008e-05,2.008e-05,2.008e-05
42,946.08,0.24577,1.74882,0.24216,0.03665,0.18489,0.04272,0.01951,0.43796,1.5629,0.42579,1.8082e-05,1.8082e-05,1.8082e-05
43,959.542,0.24523,1.6663,0.21587,0.35488,0.16161,0.04216,0.0221,0.40027,1.58842,0.39206,1.6084e-05,1.6084e-05,1.6084e-05
44,972.765,0.22292,1.7605,0.2107,0.36662,0.12494,0.03716,0.01924,0.40109,1.6213,0.39135,1.4086e-05,1.4086e-05,1.4086e-05
45,986.051,0.21214,1.82777,0.18062,0.38689,0.0774,0.0436,0.01891,0.41052,1.65609,0.39997,1.2088e-05,1.2088e-05,1.2088e-05
46,999.48,0.21504,1.82468,0.17734,0.02097,0.15348,0.0395,0.01958,0.43607,1.60259,0.4062,1.009e-05,1.009e-05,1.009e-05
47,1012.62,0.20943,1.78403,0.17425,0.02398,0.18069,0.04393,0.01859,0.42899,1.60074,0.39798,8.092e-06,8.092e-06,8.092e-06
48,1025.79,0.21292,1.77047,0.18406,0.02568,0.18069,0.0376,0.0196,0.4119,1.61028,0.37748,6.094e-06,6.094e-06,6.094e-06
49,1039.26,0.21215,1.76326,0.17959,0.36062,0.13448,0.04043,0.02186,0.38722,1.65452,0.35477,4.096e-06,4.096e-06,4.096e-06
50,1052.41,0.20176,1.79133,0.16902,0.35868,0.13854,0.04021,0.02039,0.39595,1.63665,0.36194,2.098e-06,2.098e-06,2.098e-06
