epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
28,770.325,0.31062,1.31011,0.13563,0.37396,0.26862,0.06941,0.04355,0.5406,2.00835,0.71896,4.6054e-05,4.6054e-05,4.6054e-05
29,797.337,0.30279,1.21482,0.14099,0.38211,0.16003,0.05395,0.03278,0.56028,2.03883,0.74116,4.4056e-05,4.4056e-05,4.4056e-05
30,825.1,0.28693,1.32019,0.13516,0.38207,0.15596,0.06622,0.04324,0.52467,2.33103,0.76138,4.2058e-05,4.2058e-05,4.2058e-05
31,852.306,0.26815,1.28109,0.11641,0.39547,0.16409,0.06903,0.04459,0.55748,1.89051,0.75649,4.006e-05,4.006e-05,4.006e-05
32,879.426,0.30143,1.19791,0.13903,0.38327,0.14236,0.05769,0.03571,0.5725,2.31948,0.77934,3.8062e-05,3.8062e-05,3.8062e-05
33,907.084,0.2858,1.33935,0.13087,0.38659,0.15209,0.06895,0.0445,0.51673,2.28818,0.73042,3.6064e-05,3.6064e-05,3.6064e-05
34,934.145,0.29903,1.22336,0.12951,0.39464,0.19662,0.07519,0.04743,0.52637,1.87614,0.7234,3.4066e-05,3.4066e-05,3.4066e-05
35,961.869,0.29684,1.19287,0.12913,0.38066,0.26824,0.0609,0.03705,0.56774,2.28356,0.78438,3.2068e-05,3.2068e-05,3.2068e-05
36,989.417,0.31399,1.30683,0.12948,0.38173,0.21288,0.06488,0.04083,0.53869,2.41015,0.77267,3.007e-05,3.007e-05,3.007e-05
37,1016.44,0.27311,1.30442,0.11982,0.37824,0.29036,0.08318,0.0522,0.56557,1.85612,0.78686,2.8072e-05,2.8072e-05,2.8072e-05
38,1044.15,0.28117,1.18887,0.12326,0.40133,0.15198,0.07438,0.04623,0.58379,1.85849,0.79804,2.6074e-05,2.6074e-05,2.6074e-05
39,1071.47,0.29255,1.23704,0.12311,0.38711,0.19649,0.06259,0.03605,0.58752,2.43086,0.81862,2.4076e-05,2.4076e-05,2.4076e-05
40,1098.54,0.28316,1.31075,0.12566,0.40485,0.18301,0.07238,0.04706,0.5521,2.2034,0.79021,2.2078e-05,2.2078e-05,2.2078e-05
41,1117.58,0.33752,1.73445,0.42636,0.05468,0.22656,0.08597,0.04436,0.54172,1.45689,0.72216,2.008e-05,2.008e-05,2.008e-05
42,1133.68,0.30897,1.47362,0.35306,0.44879,0.16003,0.08363,0.03824,0.59379,1.24939,0.69277,1.8082e-05,1.8082e-05,1.8082e-05
43,1149.34,0.31045,1.39929,0.2803,0.42648,0.21022,0.08345,0.04258,0.60401,1.24124,0.71791,1.6084e-05,1.6084e-05,1.6084e-05
44,1165.14,0.31645,1.43392,0.28576,0.40618,0.19396,0.07822,0.0423,0.53734,1.44615,0.6499,1.4086e-05,1.4086e-05,1.4086e-05
45,1180.67,0.25631,1.61052,0.25196,0.40402,0.16957,0.08474,0.04954,0.50575,1.51534,0.5989,1.2088e-05,1.2088e-05,1.2088e-05
46,1196.88,0.25096,1.58126,0.22038,0.39753,0.21632,0.08292,0.04728,0.48886,1.48401,0.56803,1.009e-05,1.009e-05,1.009e-05
47,1212.42,0.23838,1.56414,0.23231,0.40905,0.13025,0.08406,0.04604,0.49107,1.44451,0.57227,8.092e-06,8.092e-06,8.092e-06
48,1227.83,0.24271,1.51093,0.23164,0.42058,0.13025,0.09091,0.04901,0.48881,1.41866,0.57529,6.094e-06,6.094e-06,6.094e-06
49,1243.36,0.22908,1.49847,0.20502,0.39774,0.2483,0.08773,0.04766,0.4914,1.42102,0.56727,4.096e-06,4.096e-06,4.096e-06
50,1259.29,0.26088,1.51689,0.24832,0.40847,0.15738,0.08249,0.04467,0.50351,1.41303,0.56658,2.098e-06,2.098e-06,2.098e-06
