epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
170,4928.12,0.24697,0.30451,0.10619,0.74193,0.63212,0.63397,0.35198,0.70998,0.63336,0.74511,4.3723e-05,4.3723e-05,4.3723e-05
171,4956.9,0.21887,0.29916,0.09196,0.72744,0.64146,0.62837,0.34458,0.67937,0.63259,0.6974,4.339e-05,4.339e-05,4.339e-05
172,4985.61,0.22503,0.29744,0.08943,0.70302,0.63352,0.62793,0.33311,0.68608,0.64223,0.70991,4.3057e-05,4.3057e-05,4.3057e-05
173,5014.07,0.22471,0.31056,0.09092,0.73866,0.61111,0.62997,0.3461,0.66593,0.66659,0.66215,4.2724e-05,4.2724e-05,4.2724e-05
174,5042.78,0.2132,0.30006,0.08146,0.73706,0.5859,0.59295,0.32821,0.66391,0.69511,0.65715,4.2391e-05,4.2391e-05,4.2391e-05
175,5071.65,0.23108,0.30643,0.09924,0.77255,0.58723,0.6231,0.35085,0.67058,0.67118,0.71137,4.2058e-05,4.2058e-05,4.2058e-05
176,5100.65,0.21978,0.29835,0.09525,0.72623,0.64286,0.64555,0.36215,0.6755,0.6222,0.69471,4.1725e-05,4.1725e-05,4.1725e-05
177,5129.21,0.2179,0.30285,0.09074,0.76275,0.62698,0.63387,0.35889,0.68052,0.60566,0.70446,4.1392e-05,4.1392e-05,4.1392e-05
178,5157.95,0.23728,0.30902,0.10042,0.77454,0.64637,0.64445,0.37005,0.67494,0.61702,0.68976,4.1059e-05,4.1059e-05,4.1059e-05
179,5187.11,0.22865,0.30815,0.08968,0.77634,0.6582,0.64404,0.37666,0.65809,0.62646,0.68167,4.0726e-05,4.0726e-05,4.0726e-05
180,5215.87,0.21266,0.29288,0.0864,0.73712,0.65338,0.62083,0.34981,0.69042,0.61299,0.71645,4.0393e-05,4.0393e-05,4.0393e-05
181,5244.25,0.23577,0.29692,0.08539,0.68168,0.669,0.62555,0.35908,0.68365,0.60329,0.70545,4.006e-05,4.006e-05,4.006e-05
