epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
28,771.928,0.26496,1.25033,0.09349,0.18523,0.48631,0.17569,0.10245,0.42247,1.24221,0.45388,4.6054e-05,4.6054e-05,4.6054e-05
29,797.67,0.26456,1.27544,0.10691,0.15775,0.48786,0.16044,0.09151,0.43628,1.24689,0.47142,4.4056e-05,4.4056e-05,4.4056e-05
30,824.091,0.25922,1.2542,0.10505,0.18382,0.49366,0.16921,0.09913,0.41982,1.22803,0.44606,4.2058e-05,4.2058e-05,4.2058e-05
31,852.619,0.26804,1.26509,0.10205,0.19056,0.55821,0.19394,0.10907,0.45252,1.25782,0.46837,4.006e-05,4.006e-05,4.006e-05
32,880.386,0.25554,1.24534,0.10566,0.15823,0.53977,0.18871,0.10813,0.45298,1.31963,0.47211,3.8062e-05,3.8062e-05,3.8062e-05
33,907.963,0.26454,1.22273,0.11035,0.19572,0.47207,0.18754,0.10993,0.43489,1.26177,0.45618,3.6064e-05,3.6064e-05,3.6064e-05
34,934.843,0.24451,1.2196,0.09886,0.17761,0.50742,0.18255,0.11221,0.42259,1.32006,0.43305,3.4066e-05,3.4066e-05,3.4066e-05
35,962.195,0.2649,1.15158,0.1015,0.21093,0.45399,0.21459,0.13312,0.41645,1.32498,0.44015,3.2068e-05,3.2068e-05,3.2068e-05
36,989.45,0.28001,1.1179,0.10635,0.26381,0.45447,0.24794,0.15338,0.43292,1.30105,0.44591,3.007e-05,3.007e-05,3.007e-05
37,1017.01,0.28933,1.05336,0.11878,0.26003,0.48366,0.27925,0.18107,0.42475,1.30268,0.44731,2.8072e-05,2.8072e-05,2.8072e-05
38,1044.72,0.26791,0.95575,0.11046,0.28777,0.49828,0.36724,0.23224,0.44583,1.34253,0.45856,2.6074e-05,2.6074e-05,2.6074e-05
39,1072.84,0.28105,0.89931,0.11738,0.31923,0.4961,0.38006,0.24829,0.42351,1.29521,0.45084,2.4076e-05,2.4076e-05,2.4076e-05
40,1100.2,0.28078,0.81742,0.11331,0.32639,0.49111,0.38467,0.26186,0.41599,1.3227,0.44467,2.2078e-05,2.2078e-05,2.2078e-05
41,1122.91,0.34189,1.0377,0.38916,0.46601,0.46794,0.44783,0.29044,0.43784,0.9913,0.42381,2.008e-05,2.008e-05,2.008e-05
42,1140.11,0.31941,0.9335,0.32002,0.41609,0.51136,0.44466,0.25542,0.53548,1.0867,0.49838,1.8082e-05,1.8082e-05,1.8082e-05
43,1157.26,0.28856,0.94998,0.2701,0.49648,0.52229,0.50423,0.34267,0.45575,0.93304,0.4238,1.6084e-05,1.6084e-05,1.6084e-05
44,1175.16,0.28837,0.80605,0.26551,0.52125,0.51701,0.53322,0.35572,0.46677,0.8782,0.43328,1.4086e-05,1.4086e-05,1.4086e-05
45,1192.81,0.28742,0.82449,0.25813,0.6061,0.50367,0.52637,0.32056,0.50427,1.01604,0.46065,1.2088e-05,1.2088e-05,1.2088e-05
46,1209.99,0.28364,0.85568,0.24497,0.57574,0.56681,0.57518,0.35086,0.48298,0.89464,0.43254,1.009e-05,1.009e-05,1.009e-05
47,1227.62,0.26793,0.77663,0.22848,0.5491,0.62806,0.59499,0.38768,0.44367,0.82166,0.39209,8.092e-06,8.092e-06,8.092e-06
48,1243.07,0.25721,0.75268,0.22481,0.58447,0.63843,0.61101,0.3983,0.44496,0.82649,0.38704,6.094e-06,6.094e-06,6.094e-06
49,1261.56,0.2497,0.75962,0.22332,0.59251,0.63223,0.61835,0.38714,0.46503,0.86978,0.41421,4.096e-06,4.096e-06,4.096e-06
50,1276.63,0.27218,0.79021,0.21432,0.58944,0.6241,0.62009,0.38427,0.45641,0.8778,0.39946,2.098e-06,2.098e-06,2.098e-06
