epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,90.3033,1.71954,1.9645,0.02557,0.40166,0.40132,0.39591,0.18229,1.87538,2.24306,0.04591,0.0018482,0.0018482,0.0018482
25,93.7636,1.69873,1.89628,0.02496,0.6692,0.37465,0.38005,0.15461,2.05599,2.22408,0.05126,0.0018416,0.0018416,0.0018416
26,97.3401,1.7141,1.80016,0.0266,0.43089,0.40476,0.42825,0.19959,1.88318,1.95915,0.04603,0.001835,0.001835,0.001835
27,101.038,1.67601,1.80187,0.0254,0.55731,0.39757,0.42998,0.19503,1.94621,1.82989,0.04687,0.0018284,0.0018284,0.0018284
28,104.883,1.74239,1.84553,0.0266,0.42588,0.43975,0.41028,0.15991,2.22076,1.97408,0.05527,0.0018218,0.0018218,0.0018218
29,108.423,1.65272,1.80831,0.02483,0.7387,0.38419,0.42452,0.20717,1.96228,2.19022,0.0474,0.0018152,0.0018152,0.0018152
30,112.141,1.74552,1.83435,0.02685,0.49131,0.42884,0.43607,0.17854,2.07267,2.09188,0.05127,0.0018086,0.0018086,0.0018086
31,115.81,1.62446,1.75208,0.02471,0.46084,0.4657,0.44391,0.19525,2.01199,1.97591,0.05131,0.001802,0.001802,0.001802
32,119.381,1.66306,1.71634,0.02399,0.36991,0.41461,0.35058,0.15428,2.07569,2.61343,0.05127,0.0017954,0.0017954,0.0017954
33,123.157,1.67632,1.77073,0.02521,0.45016,0.47596,0.45158,0.19861,1.99654,1.84682,0.04805,0.0017888,0.0017888,0.0017888
34,126.762,1.65903,1.71536,0.02365,0.66324,0.44662,0.52295,0.21657,1.93126,1.84301,0.04634,0.0017822,0.0017822,0.0017822
35,130.486,1.71126,1.74659,0.02524,0.49167,0.53539,0.51464,0.19384,2.0248,1.9927,0.04842,0.0017756,0.0017756,0.0017756
36,134.207,1.6031,1.6151,0.02344,0.58299,0.40925,0.48243,0.21394,1.86548,1.91212,0.04503,0.001769,0.001769,0.001769
37,137.771,1.60359,1.69428,0.02453,0.37995,0.44439,0.40957,0.19168,1.98076,2.1195,0.04843,0.0017624,0.0017624,0.0017624
38,141.601,1.59212,1.62696,0.02368,0.54742,0.38428,0.44785,0.19729,1.98025,2.02368,0.04493,0.0017558,0.0017558,0.0017558
39,145.007,1.60518,1.64412,0.02318,0.45553,0.41437,0.40944,0.17082,1.96331,2.10008,0.04522,0.0017492,0.0017492,0.0017492
40,148.57,1.60565,1.57289,0.0221,0.46378,0.47444,0.44648,0.1835,2.04776,2.18705,0.04946,0.0017426,0.0017426,0.0017426
41,152.135,1.62622,1.60775,0.02462,0.45883,0.51498,0.46815,0.21303,1.93379,1.69426,0.04488,0.001736,0.001736,0.001736
42,155.849,1.57937,1.64438,0.02397,0.47198,0.40794,0.4113,0.17674,2.12687,2.2254,0.05016,0.0017294,0.0017294,0.0017294
43,159.635,1.6272,1.66315,0.02337,0.47237,0.50003,0.51276,0.24952,1.8112,1.80934,0.04079,0.0017228,0.0017228,0.0017228
44,163.485,1.60168,1.62253,0.02315,0.49803,0.51844,0.48704,0.23497,1.8061,1.78097,0.04174,0.0017162,0.0017162,0.0017162
45,167.172,1.63792,1.68946,0.02446,0.509,0.54558,0.53382,0.22809,1.89851,1.84421,0.04371,0.0017096,0.0017096,0.0017096
46,170.687,1.60443,1.53113,0.0234,0.47197,0.46383,0.44061,0.22763,1.83053,1.90907,0.04267,0.001703,0.001703,0.001703
47,174.171,1.56724,1.57267,0.02445,0.53423,0.54132,0.5116,0.22679,2.06462,1.60548,0.04979,0.0016964,0.0016964,0.0016964
48,178.031,1.6009,1.55785,0.02406,0.59377,0.4367,0.518,0.23562,2.01729,1.59522,0.04869,0.0016898,0.0016898,0.0016898
49,181.673,1.57252,1.4923,0.02401,0.48292,0.53509,0.50145,0.22382,1.91671,1.9391,0.047,0.0016832,0.0016832,0.0016832
50,185.262,1.50779,1.48518,0.02273,0.59498,0.44856,0.52727,0.24544,1.94564,1.66621,0.046,0.0016766,0.0016766,0.0016766
51,188.832,1.58549,1.54264,0.02268,0.45913,0.41748,0.38411,0.16771,1.95133,2.39281,0.04779,0.00167,0.00167,0.00167
52,192.375,1.59252,1.49058,0.02208,0.609,0.50192,0.59563,0.28097,1.78327,1.63671,0.04195,0.0016634,0.0016634,0.0016634
53,196.298,1.54093,1.49146,0.02212,0.59698,0.54679,0.58294,0.26569,1.79605,1.71865,0.0412,0.0016568,0.0016568,0.0016568
54,199.951,1.56529,1.50124,0.02417,0.61892,0.52666,0.58351,0.24322,1.9148,1.69503,0.04524,0.0016502,0.0016502,0.0016502
55,203.538,1.5548,1.56653,0.02368,0.5469,0.50118,0.51714,0.27295,1.76237,1.53372,0.04101,0.0016436,0.0016436,0.0016436
56,207.002,1.57008,1.57809,0.02356,0.49334,0.46634,0.48191,0.21522,1.78567,1.80903,0.04055,0.001637,0.001637,0.001637
57,210.458,1.59916,1.54141,0.02321,0.54163,0.53231,0.4863,0.21897,1.87974,1.69827,0.04395,0.0016304,0.0016304,0.0016304
58,214.346,1.57285,1.56287,0.02301,0.62416,0.4687,0.54469,0.23403,1.94783,1.76019,0.04833,0.0016238,0.0016238,0.0016238
59,217.955,1.53419,1.50249,0.02118,0.54864,0.56039,0.54705,0.26221,1.88863,1.55716,0.04341,0.0016172,0.0016172,0.0016172
60,221.652,1.51865,1.49295,0.02311,0.49358,0.54329,0.47856,0.23877,1.89735,1.91646,0.04392,0.0016106,0.0016106,0.0016106
61,225.26,1.46884,1.43674,0.02158,0.54532,0.50229,0.53656,0.2608,1.78022,1.68054,0.0393,0.001604,0.001604,0.001604
62,228.872,1.55964,1.42656,0.02216,0.44868,0.51599,0.48999,0.25842,1.72876,1.53751,0.03704,0.0015974,0.0015974,0.0015974
63,232.58,1.56818,1.40356,0.02331,0.66285,0.54195,0.55894,0.29165,1.78876,1.40385,0.03827,0.0015908,0.0015908,0.0015908
64,236.393,1.55939,1.42784,0.02296,0.64728,0.53574,0.5923,0.26688,1.94413,1.55677,0.04505,0.0015842,0.0015842,0.0015842
65,239.896,1.59121,1.49307,0.02285,0.5753,0.45126,0.48026,0.21068,2.08732,1.692,0.05136,0.0015776,0.0015776,0.0015776
66,243.439,1.54866,1.46282,0.02316,0.55677,0.49712,0.49923,0.21082,1.9441,1.6537,0.04608,0.001571,0.001571,0.001571
67,247.339,1.51544,1.51741,0.02296,0.62569,0.51571,0.55728,0.28698,1.76656,1.71209,0.04165,0.0015644,0.0015644,0.0015644
68,250.994,1.50636,1.52291,0.02313,0.53082,0.538,0.53768,0.28091,1.7042,1.59037,0.03601,0.0015578,0.0015578,0.0015578
69,254.591,1.46448,1.42515,0.02149,0.63432,0.48117,0.54761,0.27103,1.88797,1.75337,0.04368,0.0015512,0.0015512,0.0015512
70,258.135,1.51016,1.3579,0.02227,0.67046,0.50874,0.57359,0.2816,1.79616,1.5528,0.04076,0.0015446,0.0015446,0.0015446
71,261.791,1.51799,1.40041,0.02191,0.64571,0.54079,0.58271,0.26401,1.8434,1.49591,0.04022,0.001538,0.001538,0.001538
72,265.59,1.54845,1.43748,0.02216,0.59929,0.54786,0.5754,0.27128,1.851,1.54309,0.04403,0.0015314,0.0015314,0.0015314
73,269.336,1.50749,1.40382,0.02101,0.66116,0.47912,0.55265,0.25675,1.89402,1.73399,0.04547,0.0015248,0.0015248,0.0015248
74,272.94,1.45764,1.30729,0.02184,0.64317,0.54459,0.58767,0.29834,1.71669,1.65152,0.03821,0.0015182,0.0015182,0.0015182
75,276.726,1.50417,1.3804,0.02052,0.71186,0.48018,0.58347,0.26981,1.78061,1.64013,0.03913,0.0015116,0.0015116,0.0015116
76,280.253,1.45512,1.3456,0.02028,0.65649,0.53946,0.59228,0.30235,1.70565,1.43031,0.03757,0.001505,0.001505,0.001505
77,284.3,1.49283,1.37182,0.02138,0.66128,0.60589,0.65239,0.27508,1.95235,1.39906,0.04173,0.0014984,0.0014984,0.0014984
78,287.895,1.48643,1.43623,0.02144,0.68987,0.55215,0.61376,0.31802,1.76852,1.39056,0.03894,0.0014918,0.0014918,0.0014918
79,291.691,1.46024,1.26919,0.02002,0.65049,0.65969,0.65173,0.32852,1.78093,1.39892,0.04399,0.0014852,0.0014852,0.0014852
80,295.499,1.40656,1.27095,0.02004,0.62237,0.57655,0.58381,0.27192,2.05172,1.34518,0.04754,0.0014786,0.0014786,0.0014786
81,299.077,1.53747,1.34613,0.02134,0.68033,0.56594,0.62665,0.34273,1.65367,1.31707,0.03632,0.001472,0.001472,0.001472
82,303.183,1.42591,1.29535,0.01997,0.63265,0.63628,0.62345,0.30616,1.85052,1.38336,0.04051,0.0014654,0.0014654,0.0014654
83,306.696,1.47683,1.30735,0.02132,0.61708,0.60759,0.62241,0.30412,1.89877,1.35136,0.04474,0.0014588,0.0014588,0.0014588
84,310.253,1.45243,1.28877,0.02041,0.73215,0.61982,0.64493,0.32727,1.73325,1.39095,0.03882,0.0014522,0.0014522,0.0014522
85,313.791,1.4558,1.32663,0.02157,0.62456,0.64243,0.66822,0.33323,1.72567,1.39619,0.03987,0.0014456,0.0014456,0.0014456
86,317.582,1.45071,1.35663,0.022,0.68346,0.52986,0.63611,0.31987,1.8005,1.44521,0.03966,0.001439,0.001439,0.001439
87,321.202,1.47262,1.29085,0.02141,0.68902,0.5644,0.64789,0.32189,1.75424,1.42379,0.0389,0.0014324,0.0014324,0.0014324
88,324.793,1.41206,1.23532,0.02108,0.65389,0.58657,0.62845,0.31458,1.73458,1.47911,0.03995,0.0014258,0.0014258,0.0014258
89,328.5,1.43891,1.29801,0.02061,0.75383,0.5655,0.66956,0.3182,1.71656,1.47972,0.03799,0.0014192,0.0014192,0.0014192
90,332.124,1.44105,1.31472,0.02012,0.56504,0.56647,0.5743,0.28068,1.74691,1.54343,0.03754,0.0014126,0.0014126,0.0014126
91,335.859,1.41174,1.27486,0.01952,0.72939,0.55766,0.63752,0.3113,1.66453,1.40853,0.03508,0.001406,0.001406,0.001406
92,339.204,1.3744,1.23893,0.01845,0.65756,0.57085,0.64665,0.31637,1.63097,1.4544,0.03407,0.0013994,0.0013994,0.0013994
93,342.696,1.38576,1.32713,0.02008,0.69031,0.51374,0.57345,0.2846,1.72184,1.52556,0.03495,0.0013928,0.0013928,0.0013928
94,346.255,1.39883,1.23636,0.02027,0.6194,0.50421,0.51872,0.25543,1.77908,1.59587,0.03945,0.0013862,0.0013862,0.0013862
95,349.96,1.40925,1.20466,0.0202,0.68717,0.5961,0.62482,0.31404,1.72584,1.22947,0.03532,0.0013796,0.0013796,0.0013796
96,353.827,1.39092,1.16263,0.01992,0.66277,0.68204,0.67164,0.33441,1.75429,1.36893,0.03722,0.001373,0.001373,0.001373
97,357.397,1.46067,1.28283,0.02088,0.61303,0.57974,0.5975,0.28285,1.87742,1.43835,0.04188,0.0013664,0.0013664,0.0013664
98,360.806,1.39518,1.24406,0.01993,0.58147,0.54523,0.5855,0.33336,1.69276,1.53953,0.04091,0.0013598,0.0013598,0.0013598
99,364.4,1.39001,1.24552,0.01939,0.60376,0.58669,0.62793,0.35479,1.55333,1.22542,0.03404,0.0013532,0.0013532,0.0013532
100,368.235,1.40985,1.29699,0.01978,0.64367,0.6285,0.66046,0.37732,1.65779,1.21183,0.03676,0.0013466,0.0013466,0.0013466
101,372.258,1.43956,1.33414,0.02072,0.64388,0.5315,0.57944,0.3198,1.59415,1.59887,0.03416,0.00134,0.00134,0.00134
102,375.772,1.40094,1.18291,0.01972,0.76053,0.50952,0.60747,0.32865,1.62149,1.39825,0.03443,0.0013334,0.0013334,0.0013334
103,379.252,1.38074,1.23961,0.01976,0.6317,0.52661,0.55061,0.28328,1.72988,1.55205,0.03743,0.0013268,0.0013268,0.0013268
104,382.87,1.36266,1.26378,0.0196,0.61575,0.59326,0.60646,0.29949,1.69802,1.28095,0.0353,0.0013202,0.0013202,0.0013202
105,386.348,1.34887,1.23677,0.01879,0.58153,0.5847,0.5454,0.29225,1.66663,1.73927,0.03735,0.0013136,0.0013136,0.0013136
106,390.13,1.40292,1.22092,0.01943,0.69119,0.63598,0.62724,0.3094,1.69893,1.58351,0.0389,0.001307,0.001307,0.001307
107,393.632,1.39804,1.27993,0.02021,0.69668,0.52639,0.60692,0.29859,1.72577,1.50455,0.03888,0.0013004,0.0013004,0.0013004
108,397.396,1.31587,1.12602,0.01794,0.69937,0.55631,0.60135,0.32808,1.60793,1.43313,0.03312,0.0012938,0.0012938,0.0012938
109,401.096,1.37695,1.17562,0.01995,0.69034,0.62848,0.68906,0.3256,1.75743,1.41144,0.03874,0.0012872,0.0012872,0.0012872
110,404.624,1.37298,1.16364,0.01924,0.68617,0.58206,0.64077,0.33151,1.63331,1.48636,0.03551,0.0012806,0.0012806,0.0012806
111,408.467,1.36798,1.18057,0.01933,0.64191,0.61566,0.61498,0.30799,1.69922,1.48049,0.03757,0.001274,0.001274,0.001274
112,412.182,1.35965,1.15431,0.01861,0.55302,0.61833,0.60616,0.33875,1.54718,1.45964,0.03355,0.0012674,0.0012674,0.0012674
113,415.683,1.35189,1.20082,0.01904,0.6381,0.57865,0.66166,0.34684,1.58225,1.42259,0.03326,0.0012608,0.0012608,0.0012608
114,419.448,1.38144,1.17425,0.0193,0.71498,0.59094,0.6538,0.35198,1.65982,1.33668,0.03858,0.0012542,0.0012542,0.0012542
115,422.889,1.40023,1.17095,0.01954,0.61661,0.63145,0.67635,0.35959,1.57881,1.50346,0.03515,0.0012476,0.0012476,0.0012476
116,426.835,1.3395,1.1377,0.01837,0.7188,0.59023,0.63139,0.35171,1.68879,1.40568,0.03863,0.001241,0.001241,0.001241
117,430.448,1.35328,1.17488,0.01976,0.62241,0.4947,0.56777,0.31838,1.64588,1.44872,0.03595,0.0012344,0.0012344,0.0012344
118,434.149,1.3101,1.13408,0.01842,0.54716,0.61234,0.58479,0.3243,1.68523,1.52944,0.03728,0.0012278,0.0012278,0.0012278
119,437.658,1.34658,1.14103,0.01865,0.63043,0.57727,0.62775,0.32134,1.58028,1.58098,0.03376,0.0012212,0.0012212,0.0012212
120,441.417,1.33435,1.09668,0.01829,0.63535,0.5383,0.59299,0.33929,1.57126,1.47715,0.03303,0.0012146,0.0012146,0.0012146
121,445.256,1.34015,1.10514,0.01911,0.58783,0.57902,0.55242,0.32474,1.47013,1.69863,0.031,0.001208,0.001208,0.001208
122,448.969,1.3201,1.11342,0.0189,0.601,0.55071,0.59112,0.33519,1.59271,1.57387,0.03576,0.0012014,0.0012014,0.0012014
123,452.704,1.32217,1.16523,0.01799,0.58016,0.58951,0.58171,0.33329,1.48814,1.57438,0.03129,0.0011948,0.0011948,0.0011948
124,456.316,1.29116,1.08796,0.01843,0.62544,0.65037,0.66417,0.37304,1.41447,1.34576,0.02814,0.0011882,0.0011882,0.0011882
125,459.787,1.29921,1.09615,0.01743,0.63376,0.57549,0.60854,0.35814,1.55724,1.50087,0.03294,0.0011816,0.0011816,0.0011816
126,463.5,1.31194,1.17821,0.0181,0.61204,0.59538,0.62271,0.36098,1.42873,1.47978,0.02897,0.001175,0.001175,0.001175
127,467.142,1.34411,1.1957,0.01867,0.77734,0.58478,0.66557,0.36205,1.50527,1.32638,0.03319,0.0011684,0.0011684,0.0011684
128,470.844,1.31922,1.14942,0.01871,0.63614,0.6421,0.66204,0.36649,1.62549,1.32524,0.03679,0.0011618,0.0011618,0.0011618
129,474.549,1.35023,1.08767,0.01901,0.6757,0.56021,0.58297,0.3272,1.56236,1.49462,0.03381,0.0011552,0.0011552,0.0011552
130,478.028,1.29073,1.07179,0.01758,0.63613,0.56577,0.60026,0.32533,1.56458,1.57558,0.0359,0.0011486,0.0011486,0.0011486
