epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
17,439.45,0.3247,0.54174,0.14945,0.41163,0.35272,0.34399,0.17047,0.63606,1.30026,0.80539,6.8032e-05,6.8032e-05,6.8032e-05
18,464.893,0.32295,0.49426,0.1543,0.38382,0.35238,0.32514,0.17592,0.6559,1.49062,0.83538,6.6034e-05,6.6034e-05,6.6034e-05
19,490.544,0.31462,0.45904,0.14026,0.43138,0.38347,0.34817,0.19321,0.671,1.15614,0.81368,6.4036e-05,6.4036e-05,6.4036e-05
20,516.635,0.30914,0.46105,0.14444,0.44852,0.39805,0.37051,0.21394,0.60899,1.21357,0.78058,6.2038e-05,6.2038e-05,6.2038e-05
21,542.813,0.30261,0.46186,0.1454,0.51671,0.38152,0.4007,0.229,0.64088,1.21622,0.81471,6.004e-05,6.004e-05,6.004e-05
22,568.828,0.315,0.44581,0.14221,0.55288,0.42129,0.43364,0.23666,0.57587,1.24387,0.71626,5.8042e-05,5.8042e-05,5.8042e-05
23,594.676,0.31181,0.45502,0.1474,0.5967,0.37446,0.42738,0.23076,0.62295,1.26689,0.80455,5.6044e-05,5.6044e-05,5.6044e-05
24,620.236,0.30512,0.44476,0.14951,0.5704,0.34016,0.39049,0.21222,0.61341,1.39319,0.81387,5.4046e-05,5.4046e-05,5.4046e-05
25,645.594,0.28746,0.44638,0.12785,0.43619,0.42914,0.3987,0.22862,0.65227,1.1257,0.85108,5.2048e-05,5.2048e-05,5.2048e-05
26,670.979,0.27611,0.4253,0.13201,0.59653,0.38567,0.39551,0.22637,0.65565,0.94275,0.85971,5.005e-05,5.005e-05,5.005e-05
27,696.538,0.32273,0.44504,0.14019,0.55952,0.36694,0.39853,0.20089,0.64474,1.08857,0.81137,4.8052e-05,4.8052e-05,4.8052e-05
28,721.921,0.28781,0.43505,0.13882,0.57675,0.38541,0.418,0.2344,0.63295,1.23069,0.77773,4.6054e-05,4.6054e-05,4.6054e-05
29,747.341,0.27685,0.42667,0.12153,0.48967,0.37132,0.35659,0.19325,0.63806,1.24776,0.80629,4.4056e-05,4.4056e-05,4.4056e-05
30,772.992,0.28814,0.42084,0.13279,0.53541,0.37852,0.38578,0.21393,0.66699,1.03696,0.86138,4.2058e-05,4.2058e-05,4.2058e-05
31,798.384,0.28276,0.41749,0.121,0.57972,0.39919,0.40695,0.21874,0.65728,1.05574,0.88201,4.006e-05,4.006e-05,4.006e-05
32,823.633,0.27869,0.4193,0.12005,0.70138,0.33812,0.38756,0.21095,0.66354,1.21768,0.86691,3.8062e-05,3.8062e-05,3.8062e-05
33,848.976,0.26961,0.41345,0.11771,0.5734,0.36226,0.38911,0.21124,0.64364,1.24071,0.85377,3.6064e-05,3.6064e-05,3.6064e-05
34,874.106,0.27286,0.42374,0.12016,0.67715,0.39657,0.40875,0.23943,0.64458,1.1461,0.81241,3.4066e-05,3.4066e-05,3.4066e-05
35,899.999,0.27627,0.41729,0.12403,0.59822,0.39508,0.43387,0.25073,0.64607,1.03777,0.81325,3.2068e-05,3.2068e-05,3.2068e-05
36,925.903,0.26826,0.40752,0.12227,0.5467,0.39303,0.41091,0.2374,0.65172,0.96608,0.83112,3.007e-05,3.007e-05,3.007e-05
37,950.99,0.27586,0.42627,0.12825,0.54311,0.32498,0.36228,0.20655,0.63983,1.1158,0.81577,2.8072e-05,2.8072e-05,2.8072e-05
38,976.335,0.27381,0.3998,0.12174,0.59045,0.3778,0.42294,0.23139,0.62495,1.16933,0.81905,2.6074e-05,2.6074e-05,2.6074e-05
39,1001.73,0.27205,0.41138,0.12855,0.55861,0.38487,0.37864,0.20905,0.64829,1.22574,0.82548,2.4076e-05,2.4076e-05,2.4076e-05
40,1027.18,0.27901,0.39954,0.12102,0.59001,0.42021,0.39536,0.23261,0.6471,1.13511,0.83432,2.2078e-05,2.2078e-05,2.2078e-05
41,1043.24,0.29667,0.623,0.35042,0.50808,0.46414,0.46453,0.25053,0.63356,0.83751,0.77546,2.008e-05,2.008e-05,2.008e-05
42,1058.25,0.29926,0.5649,0.33638,0.6563,0.58492,0.56931,0.29082,0.64182,0.6907,0.79262,1.8082e-05,1.8082e-05,1.8082e-05
43,1073.34,0.27873,0.48128,0.28089,0.69507,0.66468,0.60886,0.31298,0.61197,0.68874,0.75928,1.6084e-05,1.6084e-05,1.6084e-05
44,1088.78,0.28155,0.4813,0.26242,0.70321,0.61311,0.55368,0.28162,0.64227,0.67448,0.77531,1.4086e-05,1.4086e-05,1.4086e-05
45,1103.7,0.28272,0.48974,0.27738,0.62536,0.62603,0.51287,0.25835,0.64252,0.79424,0.74887,1.2088e-05,1.2088e-05,1.2088e-05
46,1118.54,0.2588,0.45328,0.2498,0.63263,0.61857,0.51507,0.28565,0.63419,0.74173,0.75932,1.009e-05,1.009e-05,1.009e-05
47,1133.57,0.27665,0.46682,0.25674,0.59216,0.64751,0.5158,0.28586,0.61953,0.74832,0.72126,8.092e-06,8.092e-06,8.092e-06
48,1148.45,0.2559,0.46577,0.24671,0.56509,0.69869,0.53934,0.28927,0.62221,0.74148,0.7222,6.094e-06,6.094e-06,6.094e-06
49,1163.42,0.25257,0.46975,0.2442,0.61262,0.63958,0.53766,0.28897,0.61844,0.72738,0.72313,4.096e-06,4.096e-06,4.096e-06
50,1178.56,0.25867,0.43467,0.24169,0.58875,0.69244,0.53032,0.28498,0.62152,0.71727,0.73048,2.098e-06,2.098e-06,2.098e-06
