epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,32.6961,1.78521,3.00171,1.31668,7e-05,0.0378,3e-05,1e-05,1.53799,0.96834,2.19129,1.96e-05,1.96e-05,0.0804196
2,55.7758,1.28822,0.67601,0.78815,7e-05,0.06154,2e-05,0,1.24432,1.3665,1.9055,3.88088e-05,3.88088e-05,0.0604388
3,78.7996,1.08912,0.86507,0.60271,0.00275,0.29076,0.0012,0.00028,0.98338,1.81642,1.13118,5.72184e-05,5.72184e-05,0.0404572
4,102.635,0.93937,1.03742,0.51206,0.01614,0.30773,0.01388,0.00488,0.71964,2.21707,0.84561,7.48288e-05,7.48288e-05,0.0204748
5,125.627,0.7263,1.29403,0.40085,0.00234,0.58696,0.03131,0.00952,0.69475,2.68984,0.90941,9.164e-05,9.164e-05,0.00049164
6,148.309,0.63518,1.39965,0.32992,0.00191,0.58977,0.0268,0.00863,0.69089,2.85977,0.87095,9.001e-05,9.001e-05,9.001e-05
7,170.82,0.62394,1.42447,0.3261,0.33653,0.55725,0.04337,0.01521,0.62155,2.78776,0.76103,8.8012e-05,8.8012e-05,8.8012e-05
8,193.758,0.6302,1.40643,0.34732,0.01909,0.70497,0.07236,0.0236,0.60725,2.69569,0.73328,8.6014e-05,8.6014e-05,8.6014e-05
9,216.957,0.64306,1.36736,0.31499,0.44402,0.30366,0.06094,0.022,0.58492,2.70419,0.70101,8.4016e-05,8.4016e-05,8.4016e-05
10,239.106,0.55067,1.44946,0.26745,0.67887,0.26117,0.08029,0.02853,0.56757,2.6836,0.63944,8.2018e-05,8.2018e-05,8.2018e-05
11,262.996,0.59655,1.33947,0.28362,0.68591,0.18557,0.07821,0.03019,0.53491,2.61842,0.59963,8.002e-05,8.002e-05,8.002e-05
12,287.151,0.53817,1.37228,0.25197,0.68939,0.14777,0.06914,0.02986,0.50181,2.4111,0.5575,7.8022e-05,7.8022e-05,7.8022e-05
13,309.819,0.51721,1.36475,0.24804,0.69412,0.13746,0.06678,0.03169,0.50781,2.31894,0.55181,7.6024e-05,7.6024e-05,7.6024e-05
14,332.646,0.53637,1.33175,0.24862,0.69238,0.15464,0.07992,0.03822,0.47624,2.2516,0.52971,7.4026e-05,7.4026e-05,7.4026e-05
15,354.341,0.54496,1.27322,0.24497,0.69688,0.16151,0.07333,0.03486,0.48168,2.13095,0.5132,7.2028e-05,7.2028e-05,7.2028e-05
16,378.018,0.46274,1.34001,0.209,0.69219,0.17182,0.07587,0.03993,0.47933,2.10419,0.50349,7.003e-05,7.003e-05,7.003e-05
17,400.809,0.4696,1.28838,0.19994,0.06746,0.34784,0.07543,0.03774,0.46624,1.95092,0.51387,6.8032e-05,6.8032e-05,6.8032e-05
18,424.675,0.47365,1.27825,0.20971,0.35618,0.32277,0.0763,0.03756,0.4491,2.08557,0.49251,6.6034e-05,6.6034e-05,6.6034e-05
